experimentalBlock.thisRepN,experimentalBlock.thisTrialN,experimentalBlock.thisN,experimentalBlock.thisIndex,thisRow.t,notes,Instruction.started,instImage.started,Instruction.stopped,Instruction2.started,instImage_2.started,Instruction2.stopped,starttask.started,startText.started,moveOn_3.started,starttask.stopped,moveOn_3.keys,moveOn_3.rt,moveOn_3.duration,sequenceGeneration.started,sequenceGeneration.stopped,experimentalTrial.started,myExp.trial,myExp.word,myExp.color,myExp.congruent,myExp.expectedResponse,stroopStim.started,stroopResp.started,stroopStim.stopped,stroopResp.stopped,experimentalTrial.stopped,myExp.observedResponse,myExp.trialDuration,myExp.Accuracy,myExp.step,stroopResp.keys,stroopResp.corr,blank.started,fbCound.started,blankPeriod.started,fbCound.stopped,blank.stopped,myExp.RT_allTrials,myExp.RT_correctTrials,stroopResp.rt,stroopResp.duration,End.started,endImage.started,endText.started,moveOn_4.started,End.stopped,moveOn_4.keys,moveOn_4.rt,moveOn_4.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
105,0,105,0,140.01791570000023,,,,,,,,,,,,,,,,,140.00458439999966,106,red,red,1.0,m,140.01791570000023,140.01791570000023,141.12011869999878,141.12011869999878,141.10479159999886,nan,1.0980918999994174,0.0,0.0,None,0,141.1069668,0.000532900001417147,0.000532900001417147,0.04615180000109831,141.17307210000035,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
106,0,106,0,141.18497380000008,,,,,,,,,,,,,,,,,141.174837999999,107,green,green,1.0,c,141.18497380000008,141.18497380000008,,,141.75525299999936,c,1.0980918999994174,1.0,0.0,c,1,141.75802440000007,0.00045280000085767824,0.00045280000085767824,0.5230370000008406,142.2858268,0.5659964000005857,0.5659964000005857,0.5659964000005857,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
107,0,107,0,142.30364679999911,,,,,,,,,,,,,,,,,142.28743810000014,108,blue,blue,1.0,l,142.30364679999911,142.30364679999911,,,142.8892498999994,l,1.0980918999994174,1.0,0.0,l,1,142.8942367999989,0.0006386999993992504,0.0006386999993992504,0.5198815999992803,143.4193680999997,0.5682006999995792,0.5682006999995792,0.5682006999995792,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
108,0,108,0,143.43261340000026,,,,,,,,,,,,,,,,,143.4206493999991,109,yellow,yellow,1.0,s,143.43261340000026,143.43261340000026,,,144.00546249999934,s,1.0980918999994174,1.0,0.0,s,1,144.00946490000024,0.0003920999988622498,0.0003920999988622498,0.5218341999989207,144.53762409999945,0.5656144000004133,0.5656144000004133,0.5656144000004133,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
109,0,109,0,144.55201039999884,,,,,,,,,,,,,,,,,144.53927320000003,110,green,green,1.0,c,144.55201039999884,144.55201039999884,,,145.05524379999952,c,1.0980918999994174,1.0,0.0,c,1,145.0593719999997,0.000470199998744647,0.000470199998744647,0.596947199999704,145.6617556000001,0.48988420000023325,0.48988420000023325,0.48988420000023325,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
110,0,110,0,145.67642859999978,,,,,,,,,,,,,,,,,145.6629968999987,111,red,red,1.0,m,145.67642859999978,145.67642859999978,,,146.1560497999999,m,1.0980918999994174,1.0,0.0,m,1,146.16252460000032,0.0006609000010939781,0.0006609000010939781,0.6210258000010072,146.7849088999992,0.4669126000007964,0.4669126000007964,0.4669126000007964,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
111,0,111,0,146.79721549999886,,,,,,,,,,,,,,,,,146.78655379999873,112,green,green,1.0,c,146.79721549999886,146.79721549999886,,,147.35472879999907,c,1.0980918999994174,1.0,0.0,c,1,147.35787829999936,0.0003777999991143588,0.0003777999991143588,0.5399776999984169,147.90351889999874,0.5483878000013647,0.5483878000013647,0.5483878000013647,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
112,0,112,0,147.914300299999,,,,,,,,,,,,,,,,,147.90488109999933,113,yellow,yellow,1.0,s,147.914300299999,147.914300299999,,,148.47272919999887,s,1.0980918999994174,1.0,0.0,s,1,148.47719069999948,0.0007162999991123797,0.0007162999991123797,0.5367697999990924,149.0187776999992,0.5511738000004698,0.5511738000004698,0.5511738000004698,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
113,0,113,0,149.0315202999991,,,,,,,,,,,,,,,,,149.02006289999917,114,green,green,1.0,c,149.0315202999991,149.0315202999991,,,149.50606599999992,c,1.0980918999994174,1.0,0.0,c,1,149.50964939999903,0.00040380000064033084,0.00040380000064033084,0.6176503000006051,150.13228609999896,0.47005690000150935,0.47005690000150935,0.47005690000150935,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
114,0,114,0,150.14673589999984,,,,,,,,,,,,,,,,,150.13361369999984,115,blue,blue,1.0,l,150.14673589999984,150.14673589999984,,,150.67272669999875,l,1.0980918999994174,1.0,0.0,l,1,150.67624609999984,0.0004741000011563301,0.0004741000011563301,0.5657907000004343,151.2490629999993,0.5219295000006241,0.5219295000006241,0.5219295000006241,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
115,0,115,0,151.26767909999944,,,,,,,,,,,,,,,,,151.2508146,116,red,red,1.0,m,151.26767909999944,151.26767909999944,,,151.7397119999987,m,1.0980918999994174,1.0,0.0,m,1,151.74552719999883,0.0008708000004844507,0.0008708000004844507,0.6295742000002065,152.38146039999992,0.45892189999904076,0.45892189999904076,0.45892189999904076,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
116,0,116,0,152.40424089999942,,,,,,,,,,,,,,,,,152.38311040000008,117,yellow,yellow,1.0,s,152.40424089999942,152.40424089999942,,,152.88881049999873,s,1.0980918999994174,1.0,0.0,s,1,152.8951502,0.000689199998305412,0.000689199998305412,0.6093725999999151,153.5096013000002,0.477820400001292,0.477820400001292,0.477820400001292,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
117,0,117,0,153.5273804999997,,,,,,,,,,,,,,,,,153.51142230000005,118,green,green,1.0,c,153.5273804999997,153.5273804999997,,,153.9711537000003,c,1.0980918999994174,1.0,0.0,c,1,153.97385649999887,0.00040269999954034574,0.00040269999954034574,0.6576492999993206,154.63787579999916,0.43020269999942684,0.43020269999942684,0.43020269999942684,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
118,0,118,0,154.65265989999898,,,,,,,,,,,,,,,,,154.6384648000003,119,red,red,1.0,m,154.65265989999898,154.65265989999898,,,155.08798659999957,m,1.0980918999994174,1.0,0.0,m,1,155.09067499999946,0.00038470000072265975,0.00038470000072265975,0.6684447000006912,155.7704765999988,0.4186599999993632,0.4186599999993632,0.4186599999993632,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
119,0,119,0,155.78595109999878,,,,,,,,,,,,,,,,,155.77218129999892,120,yellow,yellow,1.0,s,155.78595109999878,155.78595109999878,,,156.23776519999956,s,1.0980918999994174,1.0,0.0,s,1,156.24135829999977,0.00048240000069199596,0.00048240000069199596,0.6454503000004479,156.89247609999984,0.4422316000000137,0.4422316000000137,0.4422316000000137,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
120,0,120,0,156.90550119999898,,,,,,,,,,,,,,,,,156.89435260000027,121,green,green,1.0,c,156.90550119999898,156.90550119999898,,,157.37206289999995,c,1.0980918999994174,1.0,0.0,c,1,157.37659429999985,0.0003742000008060131,0.0003742000008060131,0.6358730000010837,158.0178821999998,0.45139129999915895,0.45139129999915895,0.45139129999915895,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
121,0,121,0,158.03112200000032,,,,,,,,,,,,,,,,,158.01974659999905,122,red,red,1.0,m,158.03112200000032,158.03112200000032,159.13624159999927,159.13624159999927,159.12084779999896,nan,1.0980918999994174,0.0,0.0,None,0,159.12356460000046,0.0006712000013067154,0.0006712000013067154,0.04577460000109568,159.1827749999993,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
122,0,122,0,159.2015266999988,,,,,,,,,,,,,,,,,159.18486510000002,123,yellow,yellow,1.0,s,159.2015266999988,159.2015266999988,160.35276820000036,160.35276820000036,160.337040299999,nan,1.0980918999994174,0.0,0.0,None,0,160.33978799999932,0.0006877000014355872,0.0006877000014355872,0.06860349999988102,160.4092475999987,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
123,0,123,0,160.4219452999987,,,,,,,,,,,,,,,,,160.41035899999952,124,blue,blue,1.0,l,160.4219452999987,160.4219452999987,161.5238935999987,161.5238935999987,161.5077636999995,nan,1.0980918999994174,0.0,0.0,None,0,161.5091941999999,0.0002444000001560198,0.0002444000001560198,0.04792939999970258,161.57313579999936,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
124,0,124,0,161.58674509999946,,,,,,,,,,,,,,,,,161.5744928999993,125,red,red,1.0,m,161.58674509999946,161.58674509999946,162.6856654000003,162.6856654000003,162.6703108999991,nan,1.0980918999994174,0.0,0.0,None,0,162.6736724000002,0.0005836999989696778,0.0005836999989696778,0.04545929999949294,162.73261699999966,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
125,0,125,0,162.74418999999943,,,,,,,,,,,,,,,,,162.734140999999,126,blue,blue,1.0,l,162.74418999999943,162.74418999999943,163.85219809999944,163.85219809999944,163.8371858999999,nan,1.0980918999994174,0.0,0.0,None,0,163.84027179999975,0.0006319999993138481,0.0006319999993138481,0.04525429999921471,163.90274429999954,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
126,0,126,0,163.91282820000015,,,,,,,,,,,,,,,,,163.90382209999916,127,red,red,1.0,m,163.91282820000015,163.91282820000015,165.0189395999987,165.0189395999987,165.0033672999998,nan,1.0980918999994174,0.0,0.0,None,0,165.00510349999968,0.0003488000002107583,0.0003488000002107583,0.04693260000021837,165.06193770000027,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
127,0,127,0,165.0688656000002,,,,,,,,,,,,,,,,,165.06263819999913,128,blue,blue,1.0,l,165.0688656000002,165.0688656000002,166.1690237999992,166.1690237999992,166.15384359999916,nan,1.0980918999994174,0.0,0.0,None,0,166.1572111000005,0.0006212000007508323,0.0006212000007508323,0.0453311000001122,166.2228715000001,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
128,0,128,0,166.23909129999993,,,,,,,,,,,,,,,,,166.22455359999913,129,red,red,1.0,m,166.23909129999993,166.23909129999993,167.35206800000014,167.35206800000014,167.3375006999995,nan,1.0980918999994174,0.0,0.0,None,0,167.3409071999995,0.0005894000005355338,0.0005894000005355338,0.045046999999613035,167.40323050000006,,,,,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
129,0,129,0,167.41732989999946,,,,,,,,,,,,,,,,,167.40473639999982,130,green,green,1.0,c,167.41732989999946,167.41732989999946,,,167.95616039999913,c,1.0980918999994174,1.0,0.0,c,1,167.96169269999882,0.0005848000000696629,0.0005848000000696629,0.5513574999986304,168.51807650000046,0.5356222999998863,0.5356222999998863,0.5356222999998863,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
130,0,130,0,168.53037409999888,,,,,,,,,,,,,,,,,168.5197790000002,131,yellow,yellow,1.0,s,168.53037409999888,168.53037409999888,,,168.9714055000004,s,1.0980918999994174,1.0,0.0,s,1,168.9757539000002,0.0005617999995592982,0.0005617999995592982,0.6596786999998585,169.64087689999906,0.42770930000006047,0.42770930000006047,0.42770930000006047,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
131,0,131,0,169.65304529999958,,,,,,,,,,,,,,,,,169.642272699999,132,red,red,1.0,m,169.65304529999958,169.65304529999958,,,170.12089949999972,m,1.0980918999994174,1.0,0.0,m,1,170.12539040000047,0.000817599999209051,0.000817599999209051,0.6262912999991386,170.75763729999926,0.46224160000019765,0.46224160000019765,0.46224160000019765,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
132,0,132,0,170.77426689999993,,,,,,,,,,,,,,,,,170.75943949999964,133,green,green,1.0,c,170.77426689999993,170.77426689999993,,,171.2382751999994,c,1.0980918999994174,1.0,0.0,c,1,171.2437732999988,0.0007490000007237541,0.0007490000007237541,0.6285497000008036,171.8785124999995,0.4590558999989298,0.4590558999989298,0.4590558999989298,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
133,0,133,0,171.8909437000002,,,,,,,,,,,,,,,,,171.88028739999936,134,red,red,1.0,m,171.8909437000002,171.8909437000002,,,172.42098199999964,m,1.0980918999994174,1.0,0.0,m,1,172.42601329999889,0.00047679999988758937,0.00047679999988758937,0.5639062999998714,172.99542289999954,0.5246447999998054,0.5246447999998054,0.5246447999998054,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
134,0,134,0,173.00664030000007,,,,,,,,,,,,,,,,,172.99694420000014,135,green,green,1.0,c,173.00664030000007,173.00664030000007,,,173.4717112999988,c,1.0980918999994174,1.0,0.0,c,1,173.4763770999998,0.0005595999991783174,0.0005595999991783174,0.6257518999991589,174.1078495999991,0.46196969999982684,0.46196969999982684,0.46196969999982684,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
135,0,135,0,174.12014719999934,,,,,,,,,,,,,,,,,174.1092979999994,136,blue,blue,1.0,l,174.12014719999934,174.12014719999934,,,174.55274409999947,l,1.0980918999994174,1.0,0.0,l,1,174.55607749999945,0.00034729999970295466,0.00034729999970295466,0.6627160999996704,175.2355590999996,0.4243794000012713,0.4243794000012713,0.4243794000012713,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
136,0,136,0,175.251634799999,,,,,,,,,,,,,,,,,175.2365238000002,137,green,green,1.0,c,175.251634799999,175.251634799999,,,175.67100690000007,c,1.0980918999994174,1.0,0.0,c,1,175.6765521999987,0.0007245000015245751,0.0007245000015245751,0.681246000000101,176.3634877000004,0.4065943999994488,0.4065943999994488,0.4065943999994488,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
137,0,137,0,176.37812139999915,,,,,,,,,,,,,,,,,176.36510590000034,138,red,red,1.0,m,176.37812139999915,176.37812139999915,,,176.85397980000016,m,1.0980918999994174,1.0,0.0,m,1,176.85814000000028,0.0005227000001468696,0.0005227000001468696,0.6230826999999408,177.48703569999998,0.46375330000046233,0.46375330000046233,0.46375330000046233,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
138,0,138,0,177.4992657999992,,,,,,,,,,,,,,,,,177.48883860000024,139,green,green,1.0,c,177.4992657999992,177.4992657999992,,,178.02158489999965,c,1.0980918999994174,1.0,0.0,c,1,178.0256059000003,0.0005529000009119045,0.0005529000009119045,0.574359899999763,178.60564329999943,0.5153676999998424,0.5153676999998424,0.5153676999998424,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
139,0,139,0,178.6190461999995,,,,,,,,,,,,,,,,,178.6075394999989,140,yellow,yellow,1.0,s,178.6190461999995,178.6190461999995,,,179.33712879999985,s,1.0980918999994174,1.0,0.0,s,1,179.34056819999932,0.0005185999998502666,0.0005185999998502666,0.37964109999848006,179.72615609999957,0.7096851999995124,0.7096851999995124,0.7096851999995124,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
140,0,140,0,179.74022119999972,,,,,,,,,,,,,,,,,179.72778639999888,141,blue,blue,1.0,l,179.74022119999972,179.74022119999972,,,180.32007519999934,l,1.0980918999994174,1.0,0.0,l,1,180.32477279999875,0.0004631000010704156,0.0004631000010704156,0.5231137000009767,180.85449469999912,0.5655874999993102,0.5655874999993102,0.5655874999993102,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
141,0,141,0,180.87245450000046,,,,,,,,,,,,,,,,,180.85627419999946,142,green,green,1.0,c,180.87245450000046,180.87245450000046,,,181.2374638000001,c,1.0980918999994174,1.0,0.0,c,1,181.24321919999966,0.0006069999999454012,0.0006069999999454012,0.7371548999999504,181.98544049999873,0.35060189999967406,0.35060189999967406,0.35060189999967406,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
142,0,142,0,181.996226199999,,,,,,,,,,,,,,,,,181.9868150000002,143,red,red,1.0,m,181.996226199999,181.996226199999,,,182.3875621999996,m,1.0980918999994174,1.0,0.0,m,1,182.39195560000007,0.0005287999993015546,0.0005287999993015546,0.6991130999995221,183.0970832999992,0.3884478999989369,0.3884478999989369,0.3884478999989369,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
143,0,143,0,183.10949169999913,,,,,,,,,,,,,,,,,183.0988430999987,144,green,green,1.0,c,183.10949169999913,183.10949169999913,,,183.6039041999993,c,1.0980918999994174,1.0,0.0,c,1,183.60929939999914,0.0006680000005871989,0.0006680000005871989,0.5971035000002303,184.21197089999987,0.4914613000000827,0.4914613000000827,0.4914613000000827,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
144,0,144,0,184.2279884999989,,,,,,,,,,,,,,,,,184.21390529999917,145,blue,blue,1.0,l,184.2279884999989,184.2279884999989,,,184.73674930000016,l,1.0980918999994174,1.0,0.0,l,1,184.7406233999991,0.00035519999983080197,0.00035519999983080197,0.5962842000008095,185.34302559999924,0.49179739999999583,0.49179739999999583,0.49179739999999583,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
145,0,145,0,185.35616200000004,,,,,,,,,,,,,,,,,185.34450819999984,146,red,red,1.0,m,185.35616200000004,185.35616200000004,,,185.85381039999993,m,1.0980918999994174,1.0,0.0,m,1,185.85806869999942,0.0007463000001735054,0.0007463000001735054,0.59666180000022,186.4599273999993,0.4926090999997541,0.4926090999997541,0.4926090999997541,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
146,0,146,0,186.47403789999953,,,,,,,,,,,,,,,,,186.4612863000002,147,yellow,yellow,1.0,s,186.47403789999953,186.47403789999953,,,186.93732359999922,s,1.0980918999994174,1.0,0.0,s,1,186.94218600000022,0.0006210999999893829,0.0006210999999893829,0.6306094999999914,187.5783649999994,0.45714199999929406,0.45714199999929406,0.45714199999929406,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
147,0,147,0,187.58971670000028,,,,,,,,,,,,,,,,,187.57985449999978,148,red,red,1.0,m,187.58971670000028,187.58971670000028,,,188.153924799999,m,1.0980918999994174,1.0,0.0,m,1,188.15865809999923,0.0006666999997833045,0.0006666999997833045,0.537450899999385,188.7031279999992,0.5485481000014261,0.5485481000014261,0.5485481000014261,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
148,0,148,0,188.7172283,,,,,,,,,,,,,,,,,188.7040247999994,149,yellow,yellow,1.0,s,188.7172283,188.7172283,,,189.21919940000043,s,1.0980918999994174,1.0,0.0,s,1,189.22296280000046,0.0005653999996866332,0.0005653999996866332,0.5910812999991322,189.82029990000046,0.4954723000009835,0.4954723000009835,0.4954723000009835,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
149,0,149,0,189.83399250000002,,,,,,,,,,,,,,,,,189.82109599999967,150,red,red,1.0,m,189.83399250000002,189.83399250000002,,,190.3360722999987,m,1.0980918999994174,1.0,0.0,m,1,190.34069049999925,0.0006049000003258698,0.0006049000003258698,0.5930339000005915,190.9382515999987,0.4954070999992837,0.4954070999992837,0.4954070999992837,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
150,0,150,0,190.95185479999964,,,,,,,,,,,,,,,,,190.93957369999953,151,yellow,yellow,1.0,s,190.95185479999964,190.95185479999964,,,191.38592719999906,c,1.0980918999994174,0.0,0.0,c,0,191.39044169999943,0.0006216000001586508,0.0006216000001586508,0.6635131999992154,192.06783619999987,0.42238320000069507,,0.42238320000069507,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
151,0,151,0,192.08396150000044,,,,,,,,,,,,,,,,,192.06905469999947,152,green,green,1.0,c,192.08396150000044,192.08396150000044,,,192.61968179999894,c,1.0980918999994174,1.0,0.0,c,1,192.62481370000023,0.0008548999994673068,0.0008548999994673068,0.5558297999996284,193.1849628,0.5308715999999549,0.5308715999999549,0.5308715999999549,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
152,0,152,0,193.19556159999956,,,,,,,,,,,,,,,,,193.18616789999942,153,blue,blue,1.0,l,193.19556159999956,193.19556159999956,,,193.66846339999938,l,1.0980918999994174,1.0,0.0,l,1,193.67410459999883,0.0006154000002425164,0.0006154000002425164,0.6265548999999737,194.30554699999993,0.46322950000103447,0.46322950000103447,0.46322950000103447,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
153,0,153,0,194.32080180000048,,,,,,,,,,,,,,,,,194.30716570000004,154,green,green,1.0,c,194.32080180000048,194.32080180000048,,,194.8026119999995,c,1.0980918999994174,1.0,0.0,c,1,194.81170819999898,0.001185700000860379,0.001185700000860379,0.6077381000013702,195.42361179999898,0.4794136000000435,0.4794136000000435,0.4794136000000435,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
154,0,154,0,195.43369840000014,,,,,,,,,,,,,,,,,195.4247895999997,155,red,red,1.0,m,195.43369840000014,195.43369840000014,,,195.91971219999868,m,1.0980918999994174,1.0,0.0,m,1,195.92357660000016,0.0004683999995904742,0.0004683999995904742,0.6045914999995148,196.53409350000038,0.48366470000109985,0.48366470000109985,0.48366470000109985,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
155,0,155,0,196.54926419999902,,,,,,,,,,,,,,,,,196.53564509999887,156,blue,blue,1.0,l,196.54926419999902,196.54926419999902,,,197.03674949999913,l,1.0980918999994174,1.0,0.0,l,1,197.0419299999994,0.0006620999993174337,0.0006620999993174337,0.613292599999113,197.6611727999989,0.4754541000002064,0.4754541000002064,0.4754541000002064,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
156,0,156,0,197.67441270000018,,,,,,,,,,,,,,,,,197.66287919999922,157,green,green,1.0,c,197.67441270000018,197.67441270000018,,,198.40327309999884,c,1.0980918999994174,1.0,0.0,c,1,198.4087987999992,0.0008958999987953575,0.0008958999987953575,0.36559109999871,198.7794716999997,0.7219661999988602,0.7219661999988602,0.7219661999988602,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
157,0,157,0,198.7915596999992,,,,,,,,,,,,,,,,,198.7808772999997,158,yellow,yellow,1.0,s,198.7915596999992,198.7915596999992,,,199.26972969999952,s,1.0980918999994174,1.0,0.0,s,1,199.274725199999,0.0004353000003902707,0.0004353000003902707,0.6260129000002053,199.9073145000002,0.46199970000088797,0.46199970000088797,0.46199970000088797,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
158,0,158,0,199.9199351999996,,,,,,,,,,,,,,,,,199.90845219999937,159,blue,blue,1.0,l,199.9199351999996,199.9199351999996,,,200.42010850000042,m,1.0980918999994174,0.0,0.0,m,0,200.42452849999972,0.0004011000000900822,0.0004011000000900822,0.5915512999999919,201.02188519999982,0.49689330000001064,,0.49689330000001064,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
159,0,159,0,201.03880500000014,,,,,,,,,,,,,,,,,201.023640899999,160,green,green,1.0,c,201.03880500000014,201.03880500000014,,,201.58641979999993,c,1.0980918999994174,1.0,0.0,c,1,201.59122360000038,0.0004262999991624383,0.0004262999991624383,0.5454484000001685,202.14228179999918,0.5422502000001259,0.5422502000001259,0.5422502000001259,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
160,0,160,0,202.15468200000032,,,,,,,,,,,,,,,,,202.14402139999947,161,blue,blue,1.0,l,202.15468200000032,202.15468200000032,,,202.65247859999909,l,1.0980918999994174,1.0,0.0,l,1,202.65572169999905,0.0004346999994595535,0.0004346999994595535,0.60118169999987,203.2674092999987,0.48611610000079963,0.48611610000079963,0.48611610000079963,None,,,,,,,,,01,2025-08-21_14h09.00.014,controlStroop,2023.2.1,59.926278692197585,2025-08-21 14h09.11.562219 +0100,
